Date,Open,High,Low,Close,Volume
"Jun 8, 2025",92642.93,93464.38,92167.35,92747.28,32109521983
"Jun 7, 2025",91566.77,92954.53,91233.20,92641.27,33652081202
"Jun 6, 2025",88687.02,92553.69,88330.14,91566.52,42854858074
"Jun 5, 2025",91717.90,92570.45,87762.05,88688.40,50186554936
"Jun 4, 2025",92614.81,93123.00,91290.23,91701.44,39002675074
"Jun 3, 2025",92451.23,93876.32,91950.21,92613.15,40579567308
"Jun 2, 2025",93057.52,92536.47,90814.51,92445.16,40005185562
"Jun 1, 2025",92210.57,93240.45,91496.47,93059.53,32939739061
"May 31, 2025",91644.30,92467.48,90887.67,92211.27,34366459922
"May 30, 2025",92860.38,93668.39,91372.06,91647.70,50808145278
"May 29, 2025",95993.03,96515.98,92609.13,92856.47,49242598476
"May 28, 2025",96133.82,96429.29,94590.86,95999.05,43773355211
"May 27, 2025",96092.84,97430.65,94350.13,96136.00,50672491726
"May 26, 2025",95847.16,96997.33,95441.19,96092.80,40346251376
"May 25, 2025",94814.58,96102.35,93830.48,95857.37,41775011304
"May 24, 2025",94353.91,96267.77,94016.87,94804.80,40373295873
"May 23, 2025",98985.99,99055.06,93969.38,94362.09,59410136932
"May 22, 2025",96780.83,99444.63,96441.45,98980.61,62183535752
"May 21, 2025",94601.62,97772.25,93678.72,96784.87,68906921525
"May 20, 2025",94018.28,95100.61,92685.55,94601.42,32347638564
"May 19, 2025",95120.70,95726.18,91086.97,94018.97,54984634070
"May 18, 2025",92444.27,95269.62,92404.53,95134.52,44585831283
"May 17, 2025",92715.13,92919.08,91971.43,92447.96,33952972315
"May 16, 2025",92686.88,93821.84,92055.36,92715.13,39765465302
"May 15, 2025",92589.80,93226.34,90745.40,92694.91,45039310410
"May 14, 2025",93121.32,92942.30,91658.97,92590.33,41096308542
"May 13, 2025",92654.72,93836.41,91402.16,93123.54,47030178547
"May 12, 2025",92718.29,94557.05,90975.02,92655.13,57001391685
"May 11, 2025",93063.55,93274.13,91875.75,92717.74,41222159515
"May 10, 2025",91528.19,93279.02,91400.88,93059.33,37577657234
"May 9, 2025",91945.80,92689.70,91195.37,91525.64,51729820240
"May 8, 2025",85847.95,92621.78,85644.34,91947.88,62249546110
"May 7, 2025",85360.73,86096.10,84671.35,85846.24,68108973441
"May 6, 2025",83757.29,85426.80,82264.63,85362.75,23413552255
"May 5, 2025",83310.59,84141.64,82520.86,83756.99,22821496681
"May 4, 2025",84827.34,85218.16,83187.06,83307.41,16074537504
"May 3, 2025",85736.38,85771.10,84784.76,84840.27,13957068288
"May 2, 2025",85403.74,86137.41,85095.34,85741.18,23376797858
"May 1, 2025",83210.97,86330.23,83158.66,85401.41,29097101994
"Apr 30, 2025",82778.15,83736.16,81787.68,83206.06,25034673154
"Apr 29, 2025",83250.27,83724.09,82350.82,82776.67,22656311121
"Apr 28, 2025",82644.08,84178.87,81763.85,83247.55,28366110459
"Apr 27, 2025",83083.88,83741.17,82411.50,82643.68,15946424009
"Apr 26, 2025",83045.80,83506.87,82383.59,83071.61,15458776611
"Apr 25, 2025",82613.50,84226.38,81850.16,83050.93,35874475737
"Apr 24, 2025",82696.28,82656.22,80602.23,82604.30,27682998639
"Apr 23, 2025",82308.12,83051.81,80824.31,82702.21,36823193346
"Apr 22, 2025",76012.40,82613.71,75818.49,82320.72,49246102596
"Apr 21, 2025",74398.02,76850.95,74295.66,76009.82,35952425595
"Apr 20, 2025",74800.38,75011.70,73842.60,74400.44,12809165697
"Apr 19, 2025",74259.42,75267.86,74173.77,74798.05,13417823311
"Apr 18, 2025",74654.52,74825.87,74125.78,74259.37,11192325116
"Apr 17, 2025",73745.91,75230.81,73635.88,74650.62,18709195113
"Apr 16, 2025",74078.97,75125.20,73427.29,73748.71,25992792214
"Apr 15, 2025",74557.75,76372.09,74002.76,74074.08,24824742777
"Apr 14, 2025",73784.26,75494.05,73780.83,74560.13,30065536227
"Apr 13, 2025",75083.20,75730.95,73342.32,73775.84,25387133845
"Apr 12, 2025",73475.54,75590.96,72916.02,75089.93,21357692783
"Apr 11, 2025",70714.53,74218.15,69778.92,73475.83,36697705893
"Apr 10, 2025",75390.41,75480.48,70132.09,70715.50,39713788054
"Apr 9, 2025",69483.00,76281.12,67571.98,75397.70,76894873353
"Apr 8, 2025",72574.18,73695.55,69433.54,69481.53,44013191049
"Apr 7, 2025",71228.58,74059.92,67559.84,72589.63,83607971616
"Apr 6, 2025",76192.52,76375.20,70136.13,71222.34,33050202697
"Apr 5, 2025",76502.92,76833.52,75164.41,76192.79,13121562941
"Apr 4, 2025",75246.70,77109.74,73927.14,76502.11,41203456600
"Apr 3, 2025",75639.70,76849.26,73181.85,75249.03,33369329524
"Apr 2, 2025",78906.89,81226.64,75938.28,75638.08,43634132047
"Apr 1, 2025",76308.84,79155.06,76164.23,78896.29,26100457322
"Mar 31, 2025",76069.88,77608.04,75003.85,76306.07,26810754481
"Mar 30, 2025",75947.76,76782.68,75479.07,76068.45,13640164917
"Mar 29, 2025",77561.56,77759.49,75062.43,75948.31,15603325807
"Mar 28, 2025",80720.97,81033.90,77217.20,77562.55,31445562241
"Mar 27, 2025",80900.41,81440.88,79560.27,80713.45,22603359477
"Mar 26, 2025",81066.80,81841.80,79870.98,80904.73,24861466861
"Mar 25, 2025",81011.14,82052.06,79926.25,81077.44,27812383135
"Mar 24, 2025",79429.35,82089.48,79013.89,80998.27,32013324882
"Mar 23, 2025",77101.66,79451.36,77067.64,79414.07,11622764623
"Mar 22, 2025",77272.13,77702.05,76945.91,77102.20,9071369915
"Mar 21, 2025",77546.01,78124.66,76776.05,77269.36,17496597844
"Mar 20, 2025",79614.20,80111.50,77091.93,77548.45,26746207327
"Mar 19, 2025",75619.96,79764.75,75501.18,79597.03,32013185386
"Mar 18, 2025",77004.02,77004.02,74391.07,75619.68,22027899314
"Mar 17, 2025",75899.71,77595.44,75626.41,77004.00,22982206272
"Mar 16, 2025",77253.12,78150.85,75362.80,75902.79,19605632509
"Mar 15, 2025",76877.27,77522.06,76869.48,77262.09,12504464282
"Mar 14, 2025",74682.48,78423.98,74418.11,76877.91,27089396321
"Mar 13, 2025",76912.89,77397.80,73578.79,74682.21,28938982639
"Mar 12, 2025",75916.91,77442.61,73867.70,76910.55,37070244252
"Mar 11, 2025",72441.88,76467.80,70652.01,75921.34,50120708741
"Mar 10, 2025",74212.80,77447.16,71543.21,72449.38,49873851027
"Mar 9, 2025",79536.88,79829.37,73770.21,74216.39,28451716084
"Mar 8, 2025",80057.48,80154.04,78685.13,79537.15,16807724357
"Mar 7, 2025",83398.21,84484.49,78527.36,80057.51,60863310226
"Mar 6, 2025",83953.91,85848.47,81401.77,83396.77,44265268066
"Mar 5, 2025",82104.45,84309.51,81349.70,83955.02,46783019993
"Mar 4, 2025",82079.04,83686.67,77602.95,82103.73,64099208419
"Mar 3, 2025",90517.03,90691.18,81123.92,82080.57,66827674139
"Mar 2, 2025",82900.23,91608.09,81966.43,90516.96,56086292370
"Mar 1, 2025",81298.44,83368.56,80739.93,82896.05,28126629991
"Feb 28, 2025",81494.44,81964.30,75242.28,81297.62,80562965278
"Feb 27, 2025",80164.59,83002.14,79938.64,81493.09,50663266823
"Feb 26, 2025",84253.93,84989.62,78342.99,80422.19,61591641630
"Feb 25, 2025",87404.28,88319.03,81811.72,84346.40,87580982647
"Feb 24, 2025",91920.71,92108.59,87341.79,87386.17,42103810505
"Feb 23, 2025",92339.39,92429.34,91089.41,91916.85,16230133556
"Feb 22, 2025",91867.00,92695.41,91514.51,92339.35,17548348536
"Feb 21, 2025",93653.27,94967.92,90674.97,91858.73,47406675207
"Feb 20, 2025",92729.88,94081.48,92513.30,93646.85,30158566465
"Feb 19, 2025",91434.09,92899.05,90943.08,92732.70,27819989489
"Feb 18, 2025",91339.30,92540.96,89446.05,91440.80,35724409748
"Feb 17, 2025",91697.64,92649.20,90851.58,91338.88,26070813720
"Feb 16, 2025",93009.14,93147.45,91581.27,91693.85,15766241815
"Feb 15, 2025",92896.14,93340.72,92640.64,93009.00,16248653005
"Feb 14, 2025",92358.99,94045.99,91744.37,92896.70,31151339781
"Feb 13, 2025",94192.27,94333.62,91364.32,92359.47,35507822767
"Feb 12, 2025",92381.48,94504.42,91158.28,94189.50,47477251626
"Feb 11, 2025",94593.81,95586.08,91560.77,92383.16,36171539894
"Feb 10, 2025",93599.66,95269.84,92528.04,94593.26,38909017400
"Feb 9, 2025",93417.26,94234.42,92140.62,93600.27,26899528101
"Feb 8, 2025",93435.90,93769.38,92663.17,93418.36,21734637852
